gene_id,s_dmso,s_drb_1,s_flavopiridol_2,s_triptolide_3
AALF006908,1,0,0,0
AALF006911,0,0,0,0
AALF006912,0,0,0,0
AALF006913,0,0,0,0
AALF006922,1,5,4,5
AALF006923,267,123,63,39
AALF006924,7,2,2,0
AALF006925,550,69,28,17
AALF006926,2,3,0,11
AALF006929,2,0,0,1
AALF006930,0,0,0,0
AALF006931,0,0,0,0
AALF006932,0,0,0,0
AALF006933,37,40,34,42
AALF006934,0,0,0,0
AALF006935,0,0,0,0
AALF006936,25,14,4,4
AALF006937,5,5,5,15
AALF006938,2,0,0,0
AALF006942,2,0,0,0
AALF006943,2,0,1,6
AALF006954,1,0,1,0
AALF006955,0,0,2,0
AALF006956,0,0,0,0
AALF006958,0,2,0,0
AALF006959,2,2,1,1
AALF006960,171,123,99,80
AALF006961,0,0,0,0
AALF006964,0,0,0,0
AALF006965,73,17,10,1
AALF006967,0,0,0,1
AALF006968,0,1,1,2
AALF006969,0,0,0,0
AALF006970,0,0,0,0
AALF006971,61,0,11,4
AALF006972,768,1039,805,1095
AALF006973,0,0,0,0
AALF006974,0,1,0,0
AALF006975,0,0,0,0
AALF006976,0,0,0,0
AALF006977,14,14,16,7
AALF006980,18,13,5,0
AALF006981,0,0,0,0
AALF006982,0,0,0,0
AALF006984,75,64,66,57
AALF006986,2,2,3,1
AALF006987,1,0,0,0
AALF006988,0,0,0,0
AALF006990,83,49,38,29
AALF006991,4,4,0,1
AALF006992,15,4,5,1
AALF006993,48,46,42,41
AALF006994,0,5,0,3
AALF006995,4,1,0,1
AALF006996,26,4,7,5
AALF006999,70,82,37,24
AALF007000,212,127,75,42
AALF007001,3,7,0,1
AALF007002,10,15,12,12
AALF007004,19,19,14,12
AALF007005,15,2,1,0
AALF007007,1,4,3,2
AALF007010,175,338,295,352
AALF007016,121,104,52,80
AALF007017,0,0,0,0
AALF007018,0,0,0,0
AALF007019,608,550,230,205
AALF007020,69,20,17,32
AALF007021,4,0,0,1
AALF007022,387,671,424,478
AALF007023,63,34,11,26
AALF007024,0,0,0,0
AALF007028,3,14,13,8
AALF007032,76,214,100,151
AALF007033,91,55,48,44
AALF007034,0,0,0,0
AALF007039,0,0,0,0
AALF007042,0,0,0,0
AALF007043,36,53,37,33
AALF007044,194,64,50,61
AALF007045,80,16,7,26
AALF007046,61,26,6,26
AALF007047,34,12,2,11
AALF007048,9,3,2,0
AALF007049,4,2,1,0
AALF007054,73,90,45,85
AALF007055,114,58,61,87
AALF007056,2,0,0,3
AALF007057,1,0,0,0
AALF007058,8,6,3,4
AALF007059,159,219,129,188
AALF007060,1,0,0,0
AALF007061,0,0,0,0
AALF007062,33,16,1,5
AALF007067,2,3,4,2
AALF007068,0,0,0,0
AALF007070,162,89,61,85
AALF007071,0,0,0,0
AALF007074,187,178,117,143
AALF007077,0,0,1,1
AALF007078,90,192,171,187
AALF007079,4,0,0,1
AALF007080,15,12,8,2
AALF007081,0,0,0,0
AALF007082,0,0,0,0
AALF007083,10,1,2,1
AALF007084,10,12,6,7
AALF007085,2,0,3,0
AALF007086,0,0,0,0
AALF007087,0,0,0,0
AALF007094,0,0,0,0
AALF007095,0,0,0,0
AALF007099,0,0,0,0
AALF007100,2,1,5,8
AALF007101,6,2,6,4
AALF007102,1,0,0,4
AALF007105,6,6,6,0
AALF007106,47,16,8,14
AALF007107,212,170,129,161
AALF007108,62,6,12,9
AALF007109,2802,819,557,492
AALF007110,2410,3768,2912,3764
AALF007111,0,0,3,0
AALF007112,69,31,19,21
AALF007113,5,4,1,2
AALF007114,207,79,48,40
AALF007115,24,5,3,6
AALF007116,0,7,0,0
AALF007117,0,0,0,1
AALF007118,23,19,23,12
AALF007119,71,77,60,71
AALF007120,1127,1545,1182,1468
AALF007121,17,8,4,6
AALF007124,0,0,0,0
AALF007125,0,0,0,0
AALF007128,36,26,31,8
AALF007129,37,29,6,19
AALF007130,0,0,0,0
AALF007131,0,0,0,0
AALF007132,0,0,0,0
AALF007135,0,0,0,0
AALF007138,0,0,0,0
AALF007142,0,0,0,0
AALF007143,0,0,0,0
AALF007146,0,0,0,0
AALF007147,0,0,0,0
AALF007149,775,655,554,615
AALF007150,0,0,0,0
AALF007152,1,0,1,1
AALF007153,0,0,0,0
AALF007154,0,0,0,1
AALF007155,19,16,9,8
AALF007156,0,0,0,0
AALF007157,6,1,1,3
AALF007158,310,104,131,53
AALF007163,6,6,5,7
AALF007167,0,0,0,0
AALF007170,0,0,0,0
AALF007171,0,0,0,0
AALF007173,5,4,0,14
AALF007174,100,73,62,86
AALF007177,10,3,3,0
AALF007178,0,0,0,0
AALF007179,59,219,87,3
AALF007180,0,1,2,1
AALF007181,0,1,3,0
AALF007182,0,0,0,0
AALF007183,0,0,2,0
AALF007184,0,0,0,0
AALF007185,0,0,0,0
AALF007186,0,0,0,0
AALF007187,0,0,0,0
AALF007188,0,0,0,0
AALF007189,5,1,2,0
AALF007190,2,0,1,2
AALF007191,73,64,42,70
AALF007193,0,0,0,0
AALF007200,79,52,34,17
AALF007201,94,76,40,11
AALF007202,0,0,1,3
AALF007203,0,0,0,0
AALF007204,2,5,0,2
AALF007205,53,5,13,17
AALF007206,34,26,19,28
AALF007207,6,3,3,1
AALF007208,0,0,0,0
AALF007209,0,0,0,0
AALF007210,2218,3217,2258,2712
AALF007211,7,7,12,13
AALF007212,0,0,0,0
AALF007216,0,0,0,0
AALF007217,137,72,42,55
AALF007218,0,0,0,0
AALF007219,0,0,0,0
AALF007220,22,7,4,10
AALF007221,28,32,12,16
AALF007222,31,4,0,0
AALF007224,71,13,6,1
AALF007238,7,0,0,0
AALF007239,30,7,8,5
AALF007240,0,0,0,0
AALF007241,20,20,6,9
AALF007242,24,15,4,6
AALF007244,0,0,0,0
AALF007245,0,0,0,0
AALF007246,246,365,207,87
AALF007247,0,0,0,0
AALF007249,0,0,0,0
AALF007251,119,48,37,42
AALF007252,9,16,5,14
AALF007253,0,0,0,0
AALF007254,38,29,33,11
AALF007260,0,0,0,0
AALF007261,12,2,2,2
AALF007262,316,219,156,179
AALF007263,0,3,2,0
AALF007264,34,9,4,2
AALF007265,1099,644,480,501
AALF007266,147,64,45,5
AALF007267,0,2,0,0
AALF007270,2,0,0,2
AALF007271,0,0,0,0
AALF007272,1197,1813,1177,1581
AALF007274,0,0,0,0
AALF007276,0,0,0,0
AALF007280,0,0,0,0
AALF007282,428,342,200,285
AALF007283,14,1,7,11
AALF007284,890,438,301,458
AALF007286,423,128,116,129
AALF007287,0,0,0,0
AALF007289,7,11,3,8
AALF007290,0,0,0,0
AALF007291,50,13,12,7
AALF007293,0,0,0,0
AALF007298,0,0,0,0
AALF007302,2,2,0,1
AALF007303,0,0,0,0
AALF007304,42,5,4,10
AALF007305,0,0,0,0
AALF007306,65,53,41,22
AALF007307,30,12,9,25
AALF007308,23,10,16,3
AALF007309,12,19,6,11
AALF007310,278,299,212,254
AALF007311,39,26,18,8
AALF007312,1719,1519,1073,1400
AALF007313,1,0,0,0
AALF007314,186,77,31,21
AALF007315,1081,976,589,678
AALF007316,290,199,184,205
AALF007317,53,48,30,32
AALF007318,0,0,0,0
AALF007319,489,373,278,200
AALF007320,1,0,1,2
AALF007321,28,10,3,4
AALF007322,50,53,30,12
AALF007323,14,13,5,6
AALF007324,0,0,0,0
AALF007325,0,0,0,0
AALF007326,3,0,0,0
AALF007327,0,0,0,0
AALF007328,0,2,0,0
AALF007329,187,42,31,33
AALF007330,2309,2260,1497,1930
AALF007331,30,24,11,21
AALF007332,35,7,6,1
AALF007333,0,0,3,0
AALF007334,1092,575,476,513
AALF007346,0,0,1,0
AALF007347,12,6,7,4
AALF007351,0,0,0,2
AALF007352,0,0,0,0
AALF007353,0,0,0,0
AALF007354,0,1,0,1
AALF007356,5,0,0,1
AALF007357,76,88,91,113
AALF007358,26,33,32,9
AALF007360,167,95,75,90
AALF007361,0,0,0,0
AALF007362,8,21,4,11
AALF007363,50,27,22,13
AALF007364,33,9,10,10
AALF007365,6,1,0,0
AALF007366,74,37,24,7
AALF007367,26,4,9,14
AALF007368,15,1,2,19
AALF007369,18,1,7,2
AALF007370,20,9,7,2
AALF007371,470,360,216,308
AALF007372,13902,19507,13719,18604
AALF007373,2,1,0,0
AALF007374,0,0,0,0
AALF007376,745,1479,1019,1419
AALF007386,15,3,6,3
AALF007387,64,12,2,1
AALF007388,0,0,0,0
AALF007390,386,395,263,375
AALF007391,0,0,0,0
AALF007392,286,123,51,24
AALF007394,131,16,34,25
AALF007395,764,657,430,446
AALF007396,142,50,25,47
AALF007397,1089,1286,1000,1407
AALF007398,48,8,4,4
AALF007399,74,36,28,15
AALF007400,0,0,0,0
AALF007402,648,659,471,615
AALF007403,94,60,53,23
AALF007404,712,352,290,260
AALF007405,2,0,1,0
AALF007406,120,30,21,5
AALF007407,21,24,8,12
AALF007408,33,4,6,4
AALF007409,21,11,4,14
AALF007410,114,126,62,67
AALF007416,0,0,0,0
AALF007417,66,44,34,57
AALF007418,340,159,150,71
AALF007419,208,107,51,31
AALF007420,5074,4909,4016,5375
AALF007421,99,131,86,101
AALF007422,16,14,20,25
AALF007423,0,3,0,0
AALF007424,0,0,0,0
AALF007425,68,13,22,11
AALF007426,20,0,0,2
AALF007427,1735,1371,935,949
AALF007428,0,3,1,0
AALF007429,0,0,0,0
AALF007430,0,0,0,1
AALF007431,233,340,412,26
AALF007432,196,337,422,33
AALF007434,205,129,147,20
AALF007435,7,6,1,2
AALF007436,122,59,41,50
AALF007437,21,1,0,0
AALF007438,49,21,9,30
AALF007440,61,45,34,59
AALF007441,29,46,23,40
AALF007442,10,2,1,7
AALF007443,0,0,0,0
AALF007444,0,0,0,0
AALF007445,2,0,0,1
AALF007446,0,1,0,0
AALF007447,284,236,200,221
AALF007448,78,56,39,46
AALF007451,1,0,0,0
AALF007452,1,2,4,2
AALF007458,0,2,0,0
AALF007459,37,11,13,14
AALF007461,0,0,0,0
AALF007463,1,0,1,0
AALF007465,1,0,0,1
AALF007466,0,0,0,0
AALF007467,16,10,16,6
AALF007468,55,46,43,42
AALF007469,1,2,1,2
AALF007470,193,121,74,120
AALF007471,92,83,63,86
AALF007472,349,203,129,181
AALF007473,0,0,0,0
AALF007474,0,0,1,0
AALF007475,0,1,0,0
AALF007476,0,0,0,2
AALF007477,43,13,4,11
AALF007484,0,0,0,0
AALF007489,35,13,5,9
AALF007490,36,6,8,3
AALF007491,0,0,0,0
AALF007492,0,0,0,0
AALF007494,7,2,2,0
AALF007495,1,2,5,0
AALF007496,0,0,0,4
AALF007497,0,0,0,0
AALF007498,0,0,0,0
AALF007503,0,0,0,0
AALF007504,27,24,12,11
AALF007508,262,218,91,56
AALF007509,4,2,2,1
AALF007510,305,182,76,43
AALF007517,0,0,0,0
AALF007519,11,7,7,1
AALF007520,116,29,26,31
AALF007525,24,13,5,1
AALF007526,0,0,0,0
AALF007527,14,33,16,26
AALF007528,1,1,0,0
AALF007531,0,0,0,0
AALF007532,0,0,0,0
AALF007533,17,30,24,35
AALF007534,231,123,84,109
AALF007539,0,0,0,0
AALF007540,0,0,0,0
AALF007541,0,0,0,0
AALF007543,0,0,0,0
AALF007555,0,3,0,0
AALF007556,0,0,0,0
AALF007559,0,0,0,0
AALF007560,0,0,0,0
AALF007561,0,0,0,0
AALF007563,133,87,52,97
AALF007565,0,0,0,0
AALF007566,0,0,0,0
AALF007567,0,1,0,5
AALF007568,0,0,0,1
AALF007569,0,0,0,0
AALF007570,1,0,1,5
AALF007571,0,0,0,0
AALF007572,2546,3639,2070,2513
AALF007573,0,0,0,0
AALF007574,0,1,0,0
AALF007575,1,10,4,2
AALF007576,0,0,0,0
AALF007577,32,10,8,3
AALF007579,1,0,2,0
AALF007580,36,25,11,2
AALF007581,0,0,0,0
AALF007582,18,1,1,3
AALF007583,195,82,61,79
AALF007584,88,15,29,31
AALF007585,198,44,19,8
AALF007586,20,28,20,32
AALF007587,3,2,1,3
AALF007589,0,0,0,0
AALF007590,0,0,0,5
AALF007592,0,0,0,0
AALF007593,45,45,24,9
AALF007594,42,18,5,6
AALF007595,279,415,303,338
AALF007597,0,0,0,0
AALF007598,0,0,0,0
AALF007599,132,70,40,2
AALF007600,2,9,0,11
AALF007604,0,0,0,0
AALF007605,3,4,0,2
AALF007609,0,0,0,0
AALF007610,7,3,4,0
AALF007611,84,29,40,0
AALF007612,0,1,0,0
AALF007614,0,0,0,0
AALF007615,0,0,0,0
AALF007625,19,30,16,20
AALF007626,1,9,8,3
AALF007627,0,0,0,0
AALF007628,0,1,0,0
AALF007629,0,1,0,0
AALF007630,129,59,51,85
AALF007631,154,87,52,45
AALF007632,205,223,144,199
AALF007633,5,1,0,6
AALF007634,0,1,1,1
AALF007640,0,0,0,0
AALF007641,3,2,0,1
AALF007643,0,0,0,0
AALF007644,142,203,109,149
AALF007645,37,8,11,7
AALF007646,693,755,490,685
AALF007647,116,17,8,10
AALF007648,37,4,8,8
AALF007649,55,46,26,11
AALF007650,464,750,435,560
AALF007651,119,36,51,5
AALF007652,19,36,19,24
AALF007653,456,345,226,333
AALF007654,88,53,30,34
AALF007655,16,13,11,3
AALF007657,33,72,39,27
AALF007665,0,0,0,0
AALF007666,59,15,7,4
AALF007667,15832,17072,10541,11060
AALF007669,314,106,86,51
AALF007670,0,0,0,0
AALF007671,0,0,0,0
AALF007672,0,0,0,0
AALF007675,0,0,0,0
AALF007676,10,30,16,1
AALF007677,60,119,65,7
AALF007682,0,0,0,0
AALF007683,2,2,0,3
AALF007684,158,14,20,9
AALF007685,347,304,245,250
AALF007686,261,126,141,55
AALF007687,299,154,128,112
AALF007688,115,21,35,14
AALF007690,225,181,133,187
AALF007691,104,81,59,112
AALF007692,27,17,16,15
AALF007693,19,1,6,1
AALF007695,0,0,0,0
AALF007696,0,2,0,0
AALF007697,0,1,0,0
AALF007698,122,60,32,29
AALF007699,0,0,0,0
AALF007700,22,7,4,10
AALF007702,472,437,301,69
AALF007703,0,0,0,0
AALF007705,502,514,341,409
AALF007706,0,1,0,0
AALF007707,0,1,2,0
AALF007708,0,0,0,0
AALF007710,7,2,6,0
AALF007713,3736,3682,2812,3495
AALF007714,2,2,2,1
AALF007716,1,0,0,0
AALF007717,4359,4846,3496,4512
AALF007718,68,9,15,8
AALF007719,13,7,2,1
AALF007720,0,0,0,0
AALF007721,9,1,2,0
AALF007722,0,0,0,0
AALF007724,2876,2748,2198,2748
AALF007727,788,870,907,1010
AALF007728,0,0,0,0
AALF007729,0,0,0,0
AALF007732,16,24,12,14
AALF007733,3,1,1,1
AALF007734,0,1,0,0
AALF007737,0,0,0,0
AALF007739,0,0,0,0
AALF007740,0,0,0,0
AALF007741,1,3,0,0
AALF007742,5,18,14,14
AALF007743,0,0,2,4
AALF007744,0,0,0,0
AALF007745,0,0,0,0
AALF007746,8,6,3,1
AALF007747,2,0,0,0
AALF007748,0,1,0,1
AALF007749,28,23,13,9
AALF007750,2,2,2,0
AALF007751,25,31,8,17
AALF007753,41,34,25,39
AALF007754,8,16,14,19
AALF007755,430,445,287,421
AALF007756,480,382,318,396
AALF007757,0,0,1,0
AALF007758,168,133,70,122
AALF007759,215,66,49,22
AALF007760,21,2,4,2
AALF007761,10187,11306,7382,8727
AALF007762,0,0,0,0
AALF007764,0,0,0,0
AALF007765,80,67,29,29
AALF007768,384,280,216,231
AALF007769,8,6,5,4
AALF007770,15,1,1,0
AALF007771,123,28,19,27
AALF007772,734,456,429,354
AALF007773,18,18,6,17
AALF007774,34,10,18,21
AALF007775,102,33,23,34
AALF007776,0,0,0,0
AALF007777,4,1,0,0
AALF007778,0,0,0,0
AALF007779,0,0,0,0
AALF007780,0,0,0,1
AALF007782,146,110,74,107
AALF007783,38,23,22,31
AALF007784,231,89,62,148
AALF007785,319,332,186,283
AALF007786,509,324,227,293
AALF007787,0,0,0,0
AALF007788,6,4,1,0
AALF007789,61,87,61,60
AALF007792,3,3,4,2
AALF007794,15,5,0,5
AALF007795,0,0,0,0
AALF007796,0,0,0,0
AALF007797,60,29,18,21
AALF007798,15,3,6,3
AALF007799,357,159,134,202
AALF007800,24,26,20,32
AALF007801,80,60,40,12
AALF007802,734,575,322,440
AALF007803,102,50,30,52
AALF007804,0,0,0,0
AALF007805,0,0,0,0
AALF007806,0,0,0,1
AALF007810,247,216,152,262
AALF007811,0,0,0,0
AALF007813,1119,870,652,890
AALF007814,0,0,0,0
AALF007815,0,0,0,0
AALF007816,0,0,0,0
AALF007817,0,0,0,0
AALF007818,46,13,6,11
AALF007819,18,5,2,9
AALF007820,12,5,2,2
AALF007821,1,0,0,0
AALF007825,0,0,0,0
AALF007827,0,0,0,0
AALF007828,7,0,0,0
AALF007829,4,0,2,0
AALF007830,26,2,1,0
AALF007831,54,5,9,13
AALF007832,4,7,6,0
AALF007833,0,0,0,13
AALF007834,0,0,0,0
AALF007835,0,0,0,0
AALF007836,8,1,2,1
AALF007837,22,24,11,20
AALF007838,14,14,4,22
AALF007840,121,48,30,18
AALF007841,0,0,0,0
AALF007842,0,0,0,0
AALF007843,0,0,0,0
AALF007844,0,0,0,0
AALF007845,0,0,0,0
AALF007846,0,0,0,0
AALF007847,0,0,0,0
AALF007857,1,0,0,0
AALF007860,0,0,0,0
AALF007861,8,15,0,11
AALF007862,0,0,0,0
AALF007865,22,17,12,18
AALF007866,8,10,2,0
AALF007868,0,0,0,0
AALF007869,11,7,3,5
AALF007871,0,0,0,0
AALF007880,0,0,0,1
AALF007881,0,0,0,0
AALF007882,0,0,0,0
AALF007884,8,3,0,2
AALF007885,28,18,19,19
AALF007886,254,206,85,30
AALF007887,24,19,9,16
AALF007889,0,0,1,0
AALF007892,35,6,18,6
AALF007893,0,0,0,0
AALF007894,0,1,0,0
AALF007895,0,0,0,0
AALF007898,0,0,0,0
AALF007899,0,0,2,0
AALF007903,0,0,0,0
AALF007905,0,0,0,0
AALF007906,14,25,13,25
AALF007909,0,0,0,0
AALF007915,0,0,0,0
AALF007916,0,0,0,0
AALF007917,0,0,0,0
AALF007918,11,0,0,0
AALF007919,94,12,14,10
AALF007920,7,1,6,3
AALF007921,0,0,1,0
AALF007922,1,0,3,3
AALF007923,18,5,2,2
AALF007924,28,3,3,2
AALF007925,16,10,9,2
AALF007926,0,0,0,0
AALF007927,247,89,64,46
AALF007928,61,14,21,21
AALF007929,2,1,0,0
AALF007930,0,0,0,0
AALF007931,0,0,0,0
AALF007932,0,0,0,0
AALF007933,0,0,0,0
AALF007934,0,0,0,0
AALF007937,68,56,27,29
AALF007947,0,0,0,0
AALF007948,103,157,221,32
AALF007951,0,0,0,0
AALF007953,0,0,0,0
AALF007954,0,0,0,0
AALF007955,18,6,21,5
AALF007958,0,0,0,0
AALF007959,0,0,0,0
AALF007966,15,3,1,4
AALF007967,251,48,38,60
AALF007968,22,10,1,5
AALF007969,0,0,0,0
AALF007970,1,0,0,0
AALF007971,0,0,0,0
AALF007972,4,0,0,1
AALF007974,0,0,0,0
AALF007975,0,0,0,0
AALF007976,209,111,93,64
AALF007977,0,0,0,0
AALF007978,122,63,53,103
AALF007979,270,87,63,94
AALF007980,475,466,389,469
AALF007981,857,534,393,490
AALF007982,128,61,51,15
AALF007983,757,636,457,243
AALF007984,73,61,74,80
AALF007985,0,0,0,0
AALF007986,0,0,0,0
AALF007987,4,0,0,1
AALF007988,571,451,353,339
AALF007989,173,57,33,17
AALF007990,0,0,0,0
AALF007991,0,0,0,0
AALF007992,2550,1840,1148,1345
AALF007993,3,10,4,8
AALF007994,22,8,7,4
AALF007995,0,0,0,0
AALF007996,2,0,1,2
AALF007997,77,13,12,9
AALF008002,0,0,0,0
AALF008003,0,0,0,0
AALF008004,0,1,1,1
AALF008005,0,0,0,0
AALF008008,2,6,5,5
AALF008009,6,3,2,0
AALF008010,223,259,172,179
AALF008011,3,8,5,2
AALF008013,96,65,25,60
AALF008015,0,0,0,0
AALF008016,0,10,4,3
AALF008017,0,0,0,1
AALF008019,0,0,0,0
AALF008020,54,69,60,92
AALF008021,74,75,42,46
AALF008022,105,25,31,17
AALF008023,814,960,811,507
AALF008024,0,0,0,1
AALF008025,0,1,1,0
AALF008026,0,0,0,0
AALF008027,114,157,91,131
AALF008028,0,1,0,0
AALF008030,145,80,126,102
AALF008031,113,37,24,30
AALF008032,0,0,0,0
AALF008033,31,38,30,30
AALF008034,0,0,1,0
AALF008035,23,11,15,3
AALF008036,2,1,0,1
AALF008037,0,0,0,0
AALF008038,227,295,207,322
AALF008039,0,0,0,0
AALF008040,11,8,1,3
AALF008041,17,20,30,8
AALF008042,0,0,0,0
AALF008043,10,6,6,1
AALF008044,0,1,1,0
AALF008045,0,0,0,0
AALF008046,1205,603,371,386
AALF008048,0,0,0,1
AALF008049,2,0,0,0
AALF008050,0,0,0,0
AALF008051,0,0,0,0
AALF008053,2,0,1,0
AALF008054,0,0,0,0
AALF008055,294,332,236,289
AALF008056,42,21,19,6
AALF008057,0,0,0,0
AALF008060,129,100,92,108
AALF008061,0,0,0,0
AALF008063,0,0,0,0
AALF008064,0,0,0,0
AALF008065,0,0,0,0
AALF008066,0,0,0,1
AALF008067,10,14,12,5
AALF008068,379,183,137,100
AALF008069,45,33,24,12
AALF008070,82,73,45,75
AALF008071,0,0,0,0
AALF008072,3,2,1,2
AALF008074,0,0,0,0
AALF008075,18,19,4,16
AALF008076,482,146,91,185
AALF008077,2007,2358,1396,1347
AALF008078,0,0,0,0
AALF008079,98,172,80,128
AALF008080,0,0,0,0
AALF008081,8,9,12,6
AALF008082,68,95,87,111
AALF008083,135,90,129,91
AALF008085,0,0,0,0
AALF008086,0,0,0,0
AALF008087,0,0,0,0
AALF008088,0,0,0,0
AALF008089,72,34,33,45
AALF008093,0,0,0,0
AALF008096,1610,1423,1213,1412
AALF008098,61,30,22,5
AALF008099,14,12,10,7
AALF008100,0,0,1,2
AALF008101,0,0,0,0
AALF008102,0,0,0,0
AALF008103,0,0,0,0
AALF008106,20,10,13,10
AALF008107,0,0,1,0
AALF008113,99,24,15,17
AALF008114,118,120,94,100
AALF008115,144,123,77,66
AALF008116,151,137,75,77
AALF008118,0,0,0,0
AALF008119,8,0,5,2
AALF008120,0,0,0,0
AALF008121,0,0,0,0
AALF008122,0,0,0,0
AALF008123,0,0,0,0
AALF008124,0,0,0,0
AALF008125,4,6,0,0
AALF008126,10,0,2,0
AALF008127,0,0,0,0
AALF008128,0,0,0,0
AALF008129,4,0,0,0
AALF008130,87,45,41,33
AALF008131,6,1,6,1
AALF008132,0,0,0,0
AALF008133,2,0,0,2
AALF008134,0,0,0,0
AALF008135,0,0,1,0
AALF008136,48,14,12,14
AALF008138,4,6,4,3
AALF008139,0,0,0,0
AALF008143,0,0,0,0
AALF008145,0,0,0,0
AALF008148,0,0,0,0
AALF008149,0,0,0,0
AALF008150,0,0,0,0
AALF008151,0,0,0,0
AALF008152,72,61,33,44
AALF008153,0,0,0,0
AALF008154,0,0,0,0
AALF008155,0,0,0,0
AALF008156,0,0,0,0
AALF008157,0,0,0,0
AALF008158,0,0,0,0
AALF008159,0,0,0,0
AALF008160,0,0,0,0
AALF008161,0,0,0,0
AALF008162,0,0,0,0
AALF008163,0,0,0,0
AALF008164,0,0,0,0
AALF008165,0,0,0,0
AALF008166,0,0,0,0
AALF008167,1,1,0,0
AALF008169,0,0,0,4
AALF008170,0,0,0,0
AALF008171,0,0,0,0
AALF008173,0,0,3,0
AALF008174,0,0,0,0
AALF008187,0,0,0,0
AALF008188,258,340,338,501
AALF008189,0,0,0,0
AALF008191,0,0,0,0
AALF008192,0,0,0,0
AALF008193,0,0,0,0
AALF008194,0,0,0,0
AALF008195,33,36,31,27
AALF008196,0,0,0,0
AALF008197,141,79,33,11
AALF008198,6,4,8,4
AALF008200,148,47,33,20
AALF008201,20,23,18,13
AALF008202,101,39,31,4
AALF008207,0,0,0,0
AALF008208,25,14,7,19
AALF008209,0,0,0,0
AALF008210,0,0,0,0
AALF008212,706,887,712,861
AALF008213,0,0,0,0
AALF008214,0,0,0,0
AALF008215,0,0,0,0
AALF008216,186,77,65,65
AALF008217,964,795,471,622
AALF008218,4,10,6,9
AALF008219,18,6,15,22
AALF008220,0,0,0,0
AALF008221,0,0,1,0
AALF008222,838,1035,670,854
AALF008223,48,13,18,15
AALF008224,0,0,0,0
AALF008226,12,0,0,0
AALF008227,802,897,624,771
AALF008228,953,767,623,814
AALF008229,3,3,2,7
AALF008230,0,0,0,2
AALF008231,54,89,46,34
AALF008232,137,158,55,86
AALF008233,160,174,100,139
AALF008234,73,29,38,31
AALF008236,343,212,115,136
AALF008237,89,87,49,85
AALF008238,32,3,2,1
AALF008239,0,0,0,0
AALF008240,1,0,0,4
AALF008242,0,0,0,0
AALF008244,0,0,0,0
AALF008245,1,0,0,0
AALF008246,54,68,48,51
AALF008249,0,0,0,1
AALF008250,94,5,6,3
AALF008251,0,0,0,0
AALF008253,3,2,1,2
AALF008256,0,0,0,0
AALF008257,1,0,0,0
AALF008258,15,2,2,5
AALF008259,557,794,473,691
AALF008260,0,0,0,0
AALF008262,0,0,0,0
AALF008263,0,0,0,0
AALF008264,99,116,72,104
AALF008265,15,6,0,1
AALF008266,1,3,2,0
AALF008267,0,0,0,0
AALF008279,0,0,0,0
AALF008280,0,0,0,0
AALF008281,0,0,0,0
AALF008282,0,0,0,0
AALF008283,136,231,96,36
AALF008284,0,0,0,0
AALF008286,64,30,6,25
AALF008287,54,41,17,18
AALF008288,78,165,93,76
AALF008289,471,326,142,34
AALF008290,135,96,38,19
AALF008291,79,58,36,36
AALF008294,115,61,54,87
AALF008295,12,16,17,13
AALF008296,0,1,4,0
AALF008297,5,4,0,0
AALF008298,17,8,3,3
AALF008299,27,13,6,17
AALF008300,4,0,1,0
AALF008301,655,488,335,333
AALF008302,2,1,0,1
AALF008303,15,0,9,2
AALF008304,2,0,0,1
AALF008306,0,0,0,0
AALF008311,61,16,12,6
AALF008312,29,6,4,0
AALF008315,0,0,0,0
AALF008316,0,0,0,0
AALF008317,12,8,9,6
AALF008318,357,250,231,225
AALF008319,10,16,9,16
AALF008320,89,82,66,12
AALF008321,42,16,8,4
AALF008322,14,10,4,6
AALF008323,0,0,0,1
AALF008324,9,13,7,7
AALF008331,54,14,15,32
AALF008332,85,53,24,7
AALF008333,109,48,67,68
AALF008334,192,181,112,105
AALF008335,47,49,32,23
AALF008337,0,0,0,0
AALF008341,0,0,0,0
AALF008342,0,0,0,0
AALF008343,0,0,0,0
AALF008344,85,88,63,97
AALF008345,106,100,62,60
AALF008346,5,7,1,2
AALF008347,155,179,138,144
AALF008348,222,203,124,68
AALF008350,1,0,0,0
AALF008351,0,0,0,0
AALF008352,0,0,0,0
AALF008353,2,11,5,12
AALF008354,4,4,3,3
AALF008356,0,0,0,0
AALF008357,0,0,0,0
AALF008358,0,2,0,0
AALF008360,315,228,145,195
AALF008362,0,0,0,0
AALF008363,0,0,0,0
AALF008364,20,42,33,32
AALF008365,0,0,0,0
AALF008367,0,0,0,0
AALF008368,54,54,45,67
AALF008369,0,0,0,0
AALF008370,0,0,0,0
AALF008371,52,15,3,8
AALF008372,0,0,0,0
AALF008373,16,5,6,3
AALF008378,0,0,0,0
AALF008379,0,0,0,3
AALF008380,0,0,0,0
AALF008381,1,3,4,0
AALF008382,0,0,0,0
AALF008383,27,3,3,0
AALF008385,290,461,309,446
AALF008386,676,596,525,583
AALF008388,1,1,0,0
AALF008389,0,0,0,0
AALF008390,0,0,0,0
AALF008391,0,0,0,0
AALF008392,0,0,0,0
AALF008393,0,0,1,1
AALF008397,0,1,0,1
AALF008399,0,0,0,0
AALF008402,3,1,3,0
AALF008403,225,178,108,111
AALF008404,0,0,0,1
AALF008405,0,0,0,0
AALF008406,6,3,4,0
AALF008407,0,0,0,0
