gene_id,s_dmso,s_drb_1,s_flavopiridol_2,s_triptolide_3
AALF024322,0,0,0,0
AALF024328,0,0,0,0
AALF024329,0,0,0,0
AALF024330,0,0,0,0
AALF024331,7,1,0,0
AALF024334,14,13,21,18
AALF024335,0,0,0,0
AALF024336,0,0,0,0
AALF024337,2,4,5,0
AALF024338,0,0,0,0
AALF024352,0,0,0,0
AALF024353,37,10,9,0
AALF024354,108,31,28,23
AALF024355,93,17,11,17
AALF024356,46,15,16,1
AALF024357,25,9,9,2
AALF024358,91,26,22,5
AALF024360,96,9,0,9
AALF024361,3,4,0,0
AALF024368,9,1,1,0
AALF024369,6,0,3,3
AALF024370,0,0,0,0
AALF024371,0,0,0,0
AALF024373,0,0,0,0
AALF024374,0,0,0,0
AALF024375,0,0,1,1
AALF024376,0,0,0,0
AALF024386,92,9,3,5
AALF024387,58,26,26,8
AALF024388,62,4,15,1
AALF024389,33,0,5,0
AALF024390,0,0,0,1
AALF024391,20,5,4,2
AALF024392,253,127,109,126
AALF024393,0,0,0,0
AALF024394,3,0,2,0
AALF024398,0,0,0,0
AALF024399,0,0,0,0
AALF024400,0,0,0,0
AALF024409,0,0,0,0
AALF024410,63,60,24,38
AALF024418,16,8,1,8
AALF024419,0,0,0,0
AALF024420,35,26,16,6
AALF024421,65,31,17,3
AALF024422,72,64,34,20
AALF024423,127,37,32,28
AALF024424,0,0,0,0
AALF024425,31,8,5,5
AALF024426,62,25,22,13
AALF024430,16,14,21,13
AALF024434,6,7,1,3
AALF024435,27,1,10,11
AALF024436,58,17,15,0
AALF024437,114,164,127,20
AALF024438,0,0,0,0
AALF024440,0,0,0,0
AALF024441,0,0,0,0
AALF024444,2,1,0,1
AALF024445,1225,1299,1035,1354
AALF024446,258,170,72,88
AALF024447,81,28,21,25
AALF024451,1,0,0,0
AALF024452,0,0,0,0
AALF024456,57,12,11,7
AALF024457,0,2,2,0
AALF024458,318,120,111,53
AALF024459,239,131,78,134
AALF024460,30,30,21,16
AALF024461,9,2,1,0
AALF024462,33,7,2,5
AALF024463,34,26,15,15
AALF024464,2936,3608,2796,3327
AALF024465,974,1605,1000,1336
AALF024467,188,162,145,141
AALF024468,0,0,0,0
AALF024469,0,0,0,0
AALF024470,0,0,0,0
AALF024471,0,0,0,0
AALF024472,13,31,17,14
AALF024474,26,8,8,7
AALF024475,0,0,0,0
AALF024476,0,0,0,0
AALF024477,0,0,0,0
AALF024478,0,0,0,0
AALF024479,0,0,0,0
AALF024488,14,9,2,8
AALF024490,71,32,54,23
AALF024491,0,0,0,0
AALF024492,0,0,0,0
AALF024493,11,9,7,1
AALF024494,3,9,5,3
AALF024495,539,327,285,112
AALF024496,34,5,23,1
AALF024497,54,17,7,2
AALF024498,41,13,17,2
AALF024499,46,4,7,5
AALF024504,0,0,0,0
AALF024505,0,0,0,0
AALF024506,23,12,10,9
AALF024507,50,25,13,10
AALF024508,92,65,43,39
AALF024509,83,84,103,58
AALF024511,445,532,381,473
AALF024512,121,61,39,60
AALF024513,760,767,555,612
AALF024514,89,43,26,28
AALF024515,9,9,6,8
AALF024516,52,12,2,3
AALF024517,132,148,153,147
AALF024519,0,1,0,0
AALF024520,83,43,42,22
AALF024521,108,11,13,3
AALF024523,0,0,0,0
AALF024525,238,74,113,72
AALF024526,1245,671,438,695
AALF024527,0,0,0,0
AALF024528,1,1,0,0
AALF024529,140,32,25,27
AALF024530,28,17,14,27
AALF024531,219,138,85,67
AALF024533,71,13,15,13
AALF024534,344,191,95,105
AALF024535,0,0,0,0
AALF024536,2,0,0,3
AALF024551,5352,1117,816,834
AALF024552,86,18,13,8
AALF024553,0,0,0,0
AALF024554,0,0,0,0
AALF024555,7,7,1,1
AALF024556,65,36,21,27
AALF024557,0,1,0,0
AALF024558,45,1,14,5
AALF024559,0,0,0,0
AALF024560,0,0,0,0
AALF024561,113,199,163,225
AALF024562,18,11,12,21
AALF024567,0,0,0,0
AALF024568,1,0,0,0
AALF024578,40,36,37,29
AALF024579,680,310,259,282
AALF024580,1,0,0,0
AALF024581,3,5,1,0
AALF024582,0,0,0,0
AALF024583,0,0,0,0
AALF024584,0,0,2,0
AALF024585,18,8,9,6
AALF024586,0,0,0,3
AALF024587,7,2,3,3
AALF024589,67,6,9,7
AALF024590,0,0,0,0
AALF024593,24,15,5,8
AALF024595,202,165,72,68
AALF024596,33,15,2,7
AALF024597,273,117,73,79
AALF024599,375,389,230,374
AALF024600,450,615,442,535
AALF024602,0,0,0,0
AALF024605,45,39,52,52
AALF024608,114,139,94,139
AALF024609,0,0,0,0
AALF024610,9,12,4,10
AALF024612,43,11,4,9
AALF024616,2,0,0,0
AALF024617,184,185,161,184
AALF024618,0,0,0,0
AALF024619,227,284,216,289
AALF024620,0,0,0,0
AALF024621,41,43,33,66
AALF024622,10,3,0,0
AALF024623,0,5,4,0
AALF024624,2,10,12,2
AALF024625,0,0,5,0
AALF024626,0,0,0,0
AALF024628,0,0,0,0
AALF024629,0,0,5,0
AALF024636,588,1046,725,878
AALF024637,564,433,356,391
AALF024638,7,4,2,4
AALF024640,0,3,1,3
AALF024643,0,0,0,0
AALF024645,362,265,190,251
AALF024646,152,171,97,158
AALF024647,114,59,27,42
AALF024648,171,57,33,56
AALF024649,61,23,11,9
AALF024650,451,363,234,77
AALF024653,43,17,12,28
AALF024654,127,7,16,15
AALF024662,0,0,0,0
AALF024663,0,0,0,0
AALF024664,0,0,0,0
AALF024665,19,6,0,5
AALF024666,64,11,12,4
AALF024668,23,45,17,37
AALF024673,6,1,7,0
AALF024674,4,4,2,0
AALF024675,0,1,0,0
AALF024676,25,2,4,0
AALF024678,0,0,0,0
AALF024679,1092,746,585,721
AALF024680,244,123,72,104
AALF024681,105,60,37,35
AALF024686,21,60,38,17
AALF024687,23,9,3,3
AALF024688,0,0,0,0
AALF024689,0,0,0,0
AALF024695,8,7,9,16
AALF024696,0,0,0,0
AALF024697,0,0,0,0
AALF024698,0,0,0,0
AALF024699,10,2,3,17
AALF024701,4,1,5,0
AALF024702,0,0,0,1
AALF024703,361,313,254,358
AALF024704,299,209,173,210
AALF024705,1,0,0,2
AALF024706,48,7,7,12
AALF024707,1,0,0,2
AALF024708,0,0,0,0
AALF024709,5,2,0,4
AALF024710,0,0,0,0
AALF024711,0,0,0,0
AALF024712,0,0,0,0
AALF024713,11,18,28,11
AALF024715,0,0,0,0
AALF024718,13,11,11,24
AALF024721,36,29,27,4
AALF024722,0,0,0,0
AALF024725,127,33,12,32
AALF024726,0,0,0,0
AALF024727,0,0,0,0
AALF024729,0,0,0,0
AALF024730,26,0,0,0
AALF024731,671,987,662,903
AALF024732,0,0,0,0
AALF024739,0,4,5,7
AALF024740,51,73,77,87
AALF024745,34,3,5,0
AALF024747,60,32,29,46
AALF024764,0,0,0,0
AALF024765,0,0,0,0
AALF024766,0,0,0,0
AALF024767,43,23,22,8
AALF024768,198,112,76,93
AALF024769,0,0,0,0
AALF024771,0,0,0,0
AALF024773,162,183,112,28
AALF024777,0,0,2,0
AALF024781,1622,2511,1618,2186
AALF024782,632,396,263,354
AALF024790,2,2,3,1
AALF024791,1458,1343,1102,1400
AALF024793,0,0,0,0
AALF024798,126,139,81,83
AALF024799,5,7,7,14
AALF024802,95,60,29,26
AALF024803,201,46,16,28
AALF024804,157,117,93,33
AALF024806,143,107,71,97
AALF024808,102,49,24,21
AALF024809,30,23,10,0
AALF024810,302,89,81,50
AALF024811,967,868,770,708
AALF024812,39,19,27,24
AALF024813,93,33,32,35
AALF024815,1,0,0,0
AALF024816,103,37,50,64
AALF024817,0,0,0,0
AALF024818,0,0,0,0
AALF024819,0,0,0,0
AALF024820,0,0,0,0
AALF024821,0,0,1,0
AALF024825,15,9,7,4
AALF024827,33,11,11,13
AALF024828,339,96,86,109
AALF024829,0,0,0,0
AALF024830,0,0,0,0
AALF024838,0,0,0,0
AALF024840,36,3,4,2
AALF024842,0,0,0,0
AALF024843,856,408,287,326
AALF024844,6,3,0,6
AALF024847,0,0,0,0
AALF024848,0,0,0,0
AALF024849,0,0,0,0
AALF024850,0,0,0,0
AALF024851,0,0,0,0
AALF024855,0,0,0,0
AALF024856,0,0,2,0
AALF024857,1,2,2,0
AALF024858,0,0,0,0
AALF024862,0,0,0,0
AALF024865,4427,5277,3884,5117
AALF024867,13,19,7,9
AALF024868,20,21,11,5
AALF024870,36,4,8,4
AALF024871,0,0,3,0
AALF024872,85,30,36,14
AALF024873,259,275,195,214
AALF024874,34,28,12,35
AALF024875,13,33,11,7
AALF024876,108,27,33,53
AALF024877,233,266,152,63
AALF024878,3,3,1,4
AALF024882,0,0,0,0
AALF024888,1391,1107,714,973
AALF024889,0,0,0,0
AALF024893,17,6,3,1
AALF024894,287,201,125,207
AALF024895,423,267,155,199
AALF024896,0,0,0,0
AALF024897,513,390,353,457
AALF024898,3,17,4,12
AALF024899,1,0,0,0
AALF024903,10,4,1,0
AALF024904,0,0,0,0
AALF024906,0,0,0,0
AALF024907,1279,1033,776,1018
AALF024908,2,0,5,0
AALF024914,13,3,1,0
AALF024915,596,534,396,675
AALF024916,88,20,22,25
AALF024917,0,0,0,0
AALF024918,14,4,10,9
AALF024919,6,1,3,1
AALF024920,27,8,2,2
AALF024921,0,0,1,0
AALF024922,15,7,6,0
AALF024923,13,4,1,0
AALF024924,13,16,11,11
AALF024925,0,0,0,0
AALF024926,161,108,96,114
AALF024927,6,17,8,20
AALF024928,0,2,2,1
AALF024929,0,0,0,0
AALF024930,206,175,101,142
AALF024931,216,118,57,11
AALF024932,0,0,0,1
AALF024933,0,0,0,0
AALF024934,0,0,0,0
AALF024935,0,0,0,0
AALF024936,92,52,35,17
AALF024937,155,32,61,30
AALF024938,9,6,4,12
AALF024939,2688,2632,2188,2742
AALF024944,2,1,0,3
AALF024945,0,0,0,2
AALF024946,14,23,7,4
AALF024947,1777,4518,1858,747
AALF024948,34,20,13,11
AALF024952,8,3,3,7
AALF024955,0,0,0,1
AALF024956,0,0,0,0
AALF024959,0,0,0,0
AALF024968,0,1,0,0
AALF024973,73,27,25,24
AALF024974,166,69,55,65
AALF024975,0,0,0,0
AALF024976,3,1,3,0
AALF024984,104,48,27,16
AALF024985,0,0,0,0
AALF024991,0,0,0,0
AALF024992,0,0,0,0
AALF024993,50,25,23,30
AALF024994,0,0,0,0
AALF024995,0,0,0,0
AALF024996,0,0,0,0
AALF024997,0,0,0,0
AALF025001,0,0,0,0
AALF025004,0,0,0,0
AALF025010,0,0,0,0
AALF025011,0,0,0,0
AALF025012,0,0,0,0
AALF025013,1,2,0,0
AALF025014,232,180,126,110
AALF025015,240,152,131,134
AALF025017,0,0,0,0
AALF025018,52,53,34,42
AALF025019,42,19,17,2
AALF025020,0,0,0,0
AALF025021,76,43,57,3
AALF025022,0,0,0,0
AALF025023,4,3,5,4
AALF025028,46,28,12,14
AALF025029,264,346,255,336
AALF025033,0,0,0,0
AALF025034,8,21,13,6
AALF025035,0,0,2,1
AALF025036,1,0,0,0
AALF025037,0,0,0,0
AALF025038,37,1,2,1
AALF025039,0,1,1,0
AALF025040,1,6,0,0
AALF025041,0,0,0,0
AALF025042,342,170,175,196
AALF025043,36,14,8,1
AALF025047,1,0,1,0
AALF025048,104,72,47,70
AALF025049,273,285,174,245
AALF025051,153,395,140,48
AALF025053,30,48,42,40
AALF025054,0,6,6,1
AALF025055,0,0,0,0
AALF025056,2,6,1,2
AALF025057,122,64,47,27
AALF025074,5,5,7,4
AALF025075,326,242,162,235
AALF025076,4,1,1,2
AALF025077,125,62,44,73
AALF025078,2,2,1,3
AALF025079,10,6,2,6
AALF025085,14,9,4,2
AALF025086,1,2,1,0
AALF025087,6,3,4,4
AALF025098,0,0,2,0
AALF025100,0,0,0,0
AALF025101,12,16,3,10
AALF025102,540,182,109,105
AALF025103,1809,1667,819,427
AALF025104,154,42,17,23
AALF025112,16,5,2,1
AALF025113,0,1,0,0
AALF025114,23,6,1,1
AALF025115,10,1,0,0
AALF025116,3,0,0,2
AALF025117,65,96,65,30
AALF025118,0,0,0,0
AALF025119,78,53,41,46
AALF025120,23,15,14,21
AALF025123,0,0,0,0
AALF025124,0,0,0,0
AALF025125,0,1,0,2
AALF025126,2,7,6,9
AALF025127,0,0,0,0
AALF025128,0,0,0,0
AALF025129,2,3,0,6
AALF025130,6,17,9,13
AALF025131,1274,1142,725,1022
AALF025132,125,9,47,3
AALF025133,51,13,4,0
AALF025134,5,15,15,10
AALF025135,17,13,28,8
AALF025136,843,715,500,524
AALF025137,0,0,0,0
AALF025138,0,0,0,0
AALF025139,0,0,1,0
AALF025140,0,0,0,0
AALF025141,0,0,0,0
AALF025144,1,0,0,2
AALF025145,202,139,91,100
AALF025146,51,14,5,13
AALF025147,207,133,87,153
AALF025155,0,0,0,0
AALF025156,210,347,203,277
AALF025157,0,2,0,0
AALF025158,0,0,0,0
AALF025159,7,9,5,12
AALF025160,500,397,355,378
AALF025161,71,26,27,7
AALF025162,49,8,11,20
AALF025163,208,419,257,330
AALF025164,60,28,15,31
AALF025165,125,85,57,89
AALF025166,0,0,0,0
AALF025168,0,0,0,0
AALF025170,2,0,0,2
AALF025171,894,622,538,820
AALF025172,77,24,25,37
AALF025176,189,117,69,38
AALF025182,52,6,13,13
AALF025183,92,52,50,62
AALF025184,28,24,18,27
AALF025186,38,54,37,21
AALF025187,0,0,0,0
AALF025188,0,0,0,0
AALF025194,0,0,1,0
AALF025196,127,129,103,137
AALF025197,9,3,1,1
AALF025198,64,13,19,11
AALF025199,0,0,0,0
AALF025200,109,107,91,88
AALF025201,1447,1078,970,1106
AALF025202,0,0,0,0
AALF025203,0,0,0,0
AALF025204,0,0,0,0
AALF025205,68,43,26,30
AALF025206,21,7,4,1
AALF025207,1234,767,632,755
AALF025208,231,113,70,95
AALF025209,0,2,3,0
AALF025210,185,72,67,59
AALF025211,0,0,0,0
AALF025212,3,12,5,8
AALF025213,0,0,0,0
AALF025214,0,0,0,0
AALF025216,61,38,30,47
AALF025220,282,151,107,101
AALF025221,1016,1514,1224,1505
AALF025222,138,45,39,42
AALF025223,2384,3670,2368,3411
AALF025224,2,0,0,1
AALF025225,74,28,5,8
AALF025226,0,0,0,0
AALF025228,0,0,0,0
AALF025229,0,0,0,0
AALF025231,2,1,0,5
AALF025234,15,26,15,0
AALF025236,13,44,21,35
AALF025237,56,94,25,11
AALF025238,0,0,0,0
AALF025239,23,17,7,15
AALF025240,11,8,9,8
AALF025241,23,7,7,1
AALF025242,30,18,10,17
AALF025243,1,3,0,0
AALF025244,73,70,102,79
AALF025245,41,4,15,0
AALF025247,5060,7189,5074,5621
AALF025248,0,0,0,0
AALF025249,245,201,104,136
AALF025253,703,236,207,188
AALF025254,23,15,12,0
AALF025255,6,2,2,0
AALF025256,4,0,0,0
AALF025257,17,8,7,3
AALF025258,6,1,5,2
AALF025259,4,2,0,0
AALF025260,0,0,0,0
AALF025262,0,0,0,0
AALF025263,0,0,0,0
AALF025264,0,0,0,0
AALF025265,97,22,22,23
AALF025266,0,0,0,0
AALF025267,59,18,12,3
AALF025272,0,0,0,0
AALF025273,30,4,4,1
AALF025274,0,0,0,0
AALF025283,0,0,0,0
AALF025284,10,5,4,2
AALF025285,4,0,2,4
AALF025287,0,0,0,0
AALF025289,0,0,0,0
AALF025295,0,0,0,0
AALF025296,0,0,0,0
AALF025297,286,193,148,264
AALF025298,0,0,0,0
AALF025299,144,61,64,52
AALF025300,0,0,0,0
AALF025301,0,0,0,0
AALF025302,1,0,0,0
AALF025307,180,177,131,165
AALF025308,359,250,143,58
AALF025309,294,198,174,218
AALF025310,8,0,1,12
AALF025311,100,40,21,27
AALF025312,16,10,4,2
AALF025313,111,64,69,77
AALF025325,243,200,146,208
AALF025326,1,0,0,0
AALF025327,1,0,0,1
AALF025328,0,3,2,3
AALF025329,0,0,0,1
AALF025330,0,0,0,0
AALF025333,42,27,17,49
AALF025334,21,23,13,14
AALF025335,0,1,0,0
AALF025336,2,0,0,0
AALF025337,0,0,0,0
AALF025338,1229,1512,1106,1504
AALF025341,204,137,119,129
AALF025342,485,582,401,444
AALF025343,0,0,0,0
AALF025344,201,241,188,175
AALF025345,354,312,220,316
AALF025346,1,2,3,0
AALF025347,254,397,280,332
AALF025348,1494,2143,1410,1882
AALF025349,2327,3147,2180,3112
AALF025350,0,0,0,0
AALF025351,4,7,1,0
AALF025354,0,0,0,0
AALF025357,43,78,38,46
AALF025358,153,104,51,75
AALF025359,1,0,0,0
AALF025361,0,0,0,0
AALF025362,0,0,0,0
AALF025363,0,0,0,0
AALF025364,0,0,0,0
AALF025365,1,0,0,0
AALF025366,0,0,0,0
AALF025367,1,4,1,4
AALF025368,0,0,0,0
AALF025369,6,0,0,1
AALF025370,4,0,0,0
AALF025371,16,11,8,14
AALF025373,0,0,0,0
AALF025379,0,0,0,0
AALF025382,498,61,85,56
AALF025383,0,0,0,0
AALF025384,0,0,0,0
AALF025385,0,0,0,0
AALF025386,261,94,57,60
AALF025387,5,3,3,6
AALF025390,48,25,20,1
AALF025393,1,0,0,0
AALF025395,352,152,112,33
AALF025396,7413,4491,3025,3632
AALF025397,4,7,3,1
AALF025398,668,143,117,172
AALF025399,26,9,3,2
AALF025400,28,9,11,6
AALF025401,74,51,18,6
AALF025402,65,56,38,39
AALF025405,0,0,0,0
AALF025406,0,0,0,0
AALF025407,93,57,27,10
AALF025408,25,13,7,4
AALF025409,1052,1728,1100,1449
AALF025410,53,26,17,31
AALF025411,82,54,36,23
AALF025412,0,0,0,0
AALF025415,51,64,31,50
AALF025417,0,0,0,0
AALF025418,178,114,82,86
AALF025419,7,3,5,0
AALF025420,189,181,119,95
AALF025422,0,0,0,15
AALF025423,0,0,0,0
AALF025424,0,0,0,0
AALF025425,1,0,0,0
AALF025432,0,0,0,0
AALF025433,47,20,17,3
AALF025434,65,29,23,16
AALF025435,0,0,0,0
AALF025436,45,9,9,12
AALF025437,11,29,13,11
AALF025438,10,8,10,13
AALF025447,8,2,3,1
AALF025448,0,0,0,0
AALF025449,0,0,0,0
AALF025450,162,106,102,94
AALF025452,0,0,0,0
AALF025454,6,3,1,3
AALF025455,1,1,0,0
AALF025456,364,301,208,253
AALF025462,0,0,0,0
AALF025463,0,0,0,0
AALF025465,0,0,0,0
AALF025468,0,0,0,0
AALF025470,36,33,7,11
AALF025471,0,0,0,0
AALF025472,182,127,114,139
AALF025473,45,17,8,5
AALF025474,1,0,0,0
AALF025476,0,0,0,0
AALF025477,0,0,0,0
AALF025478,0,0,0,0
AALF025481,145,294,96,46
AALF025482,827,653,470,581
AALF025483,26,3,3,6
AALF025484,0,0,0,0
AALF025485,428,582,423,575
AALF025486,186,108,59,22
AALF025487,4,0,1,0
AALF025488,0,0,0,0
AALF025489,4,6,3,0
AALF025490,96,99,103,124
AALF025491,0,1,1,0
AALF025492,0,0,0,0
AALF025493,572,425,322,445
AALF025494,21172,12317,8900,11441
AALF025495,77,14,15,29
AALF025507,0,0,0,0
AALF025528,0,1,0,0
AALF025529,1,0,0,0
AALF025530,0,0,0,0
AALF025531,1,2,0,1
AALF025532,3,1,0,5
AALF025533,5,1,3,6
AALF025534,0,0,0,0
AALF025535,0,0,0,0
AALF025536,1,2,1,3
AALF025537,0,0,1,0
AALF025538,0,0,0,0
AALF025539,0,0,0,0
AALF025540,0,0,0,0
AALF025541,120,97,52,100
AALF025542,11,5,1,4
AALF025545,0,0,0,0
AALF025546,0,3,2,2
AALF025547,791,442,228,255
AALF025548,121,102,46,10
AALF025549,98,68,39,27
AALF025550,132,86,51,33
AALF025551,87,31,29,21
AALF025552,51,25,24,20
AALF025553,12,7,12,7
AALF025554,27,11,22,0
AALF025555,5,1,3,3
AALF025560,1,2,3,0
AALF025561,1,0,0,0
AALF025570,0,0,1,4
AALF025571,49,33,19,42
AALF025572,0,0,0,0
AALF025574,107,66,50,59
AALF025577,0,0,1,0
AALF025578,51,22,23,2
AALF025579,93,89,52,31
AALF025580,225,95,71,78
AALF025581,0,0,0,0
AALF025582,206,119,65,118
AALF025583,52,93,44,56
AALF025584,0,0,0,1
AALF025585,780,647,360,603
AALF025586,0,2,0,0
AALF025592,0,0,0,0
AALF025593,202,280,127,176
AALF025594,5,7,7,11
AALF025595,1,3,0,1
AALF025596,0,0,0,0
AALF025597,154,75,42,58
AALF025598,35,8,7,3
AALF025599,54,5,11,6
AALF025600,0,0,0,0
AALF025602,0,0,0,0
AALF025603,0,0,0,0
AALF025604,19,13,6,4
AALF025611,15,9,6,8
AALF025617,1,0,0,0
AALF025618,29,11,11,3
AALF025619,5,8,0,0
AALF025621,0,0,0,0
AALF025622,1,0,0,0
AALF025624,0,0,0,0
AALF025627,0,0,0,0
AALF025628,0,0,0,0
AALF025630,0,0,0,0
AALF025631,8,0,1,0
AALF025632,2,4,0,0
AALF025633,1,0,0,0
AALF025634,108,83,63,14
AALF025638,0,0,0,0
AALF025639,2,0,0,2
AALF025640,51,36,27,19
AALF025641,437,306,165,259
AALF025642,1,0,1,3
AALF025648,2,1,0,5
AALF025649,43,8,1,4
AALF025650,0,0,0,0
AALF025651,130,36,11,7
AALF025652,0,0,0,0
AALF025653,0,0,0,0
AALF025658,1154,602,204,140
AALF025659,0,39,12,8
AALF025660,730,372,287,296
AALF025661,267,108,61,85
AALF025662,311,163,93,103
AALF025667,72,32,28,19
AALF025668,11,3,2,6
AALF025669,38,39,13,24
AALF025670,62,22,17,14
AALF025671,0,0,0,0
AALF025672,0,0,0,0
AALF025682,483,343,305,299
AALF025683,2,2,0,1
AALF025688,9,3,3,5
AALF025689,1,0,1,0
AALF025690,1,0,0,0
AALF025691,33,9,11,6
AALF025693,65,23,8,3
AALF025699,0,0,0,0
AALF025700,47,40,47,46
AALF025701,42,4,6,6
AALF025702,95,25,9,1
AALF025703,38,29,23,51
AALF025704,100,75,69,113
AALF025705,66,6,1,8
AALF025706,62,14,11,19
AALF025707,74,136,108,136
AALF025708,440,162,108,55
AALF025709,0,0,0,0
AALF025710,1538,1996,1381,1799
AALF025711,217,162,107,172
AALF025712,0,0,0,0
AALF025714,1196,382,314,106
AALF025715,18,2,3,3
AALF025730,15,8,11,21
AALF025731,0,0,0,0
AALF025732,0,0,0,0
AALF025733,1,0,0,0
AALF025735,1,4,0,2
AALF025736,17,4,0,0
AALF025738,4,0,1,3
AALF025742,146,140,89,117
AALF025744,1,1,0,0
AALF025745,92,63,59,74
AALF025747,27,12,5,8
AALF025748,365,116,72,45
AALF025749,8,6,3,0
AALF025750,3,1,1,0
AALF025751,0,0,0,0
AALF025752,32,65,48,48
AALF025753,0,0,0,0
AALF025754,0,0,0,1
AALF025766,2,2,3,1
AALF025768,0,0,0,1
AALF025770,37,24,25,12
AALF025771,23,5,13,14
AALF025777,0,0,0,0
AALF025778,2,3,0,5
AALF025779,0,0,0,0
AALF025780,0,3,0,0
AALF025781,19,7,3,2
AALF025782,32,36,21,23
AALF025788,0,0,0,0
AALF025789,0,0,0,0
AALF025792,0,0,0,0
AALF025793,48,14,7,5
AALF025794,102,41,45,8
AALF025795,213,109,77,97
AALF025796,8,14,8,17
AALF025798,0,0,0,0
AALF025799,1,1,0,0
AALF025800,220,311,205,292
AALF025801,16,5,1,3
AALF025802,140,156,98,115
AALF025805,0,0,0,0
AALF025806,0,0,0,0
AALF025807,1,1,0,0
AALF025808,0,1,0,0
AALF025809,4,1,3,3
AALF025810,0,0,0,0
AALF025811,5,2,0,0
AALF025812,7,2,0,3
AALF025813,0,0,0,0
AALF025814,2,2,0,3
AALF025829,0,0,0,0
AALF025830,0,0,0,0
AALF025831,0,0,0,0
AALF025832,0,0,0,0
AALF025833,0,0,0,0
AALF025834,0,0,0,0
AALF025835,0,0,0,0
AALF025836,0,0,0,2
AALF025837,0,0,0,0
AALF025847,0,0,0,0
AALF025848,0,0,0,0
AALF025849,0,0,0,0
AALF025850,11,0,2,3
AALF025851,2,0,2,0
AALF025852,18,28,26,24
AALF025853,0,0,0,0
AALF025854,4,0,0,0
AALF025855,51,27,13,16
AALF025856,28,5,2,7
AALF025857,8,2,0,5
AALF025858,43,17,24,27
AALF025859,133,45,54,11
AALF025860,1,0,0,0
AALF025862,166,260,189,260
AALF025863,35,16,8,12
AALF025864,0,0,0,0
AALF025866,0,0,0,0
AALF025867,34,5,11,3
AALF025868,379,160,155,184
AALF025869,0,0,0,0
AALF025870,0,0,0,0
AALF025871,6,16,7,15
AALF025872,0,0,0,0
AALF025873,308,80,68,71
AALF025874,0,0,0,0
AALF025875,1592,1388,1023,1204
AALF025876,98,52,39,32
AALF025877,0,0,2,0
AALF025878,30,8,10,11
AALF025879,0,0,0,0
AALF025880,30,10,8,7
AALF025888,293,255,152,230
AALF025900,1,0,3,3
AALF025902,2,3,2,0
AALF025903,66,44,26,11
AALF025904,1,3,3,5
AALF025905,0,0,0,0
AALF025906,870,795,579,691
AALF025907,16,21,18,7
AALF025908,0,0,0,0
AALF025909,0,0,0,0
AALF025910,166,55,80,85
AALF025911,273,301,198,253
AALF025912,525,595,445,592
AALF025915,0,0,0,0
AALF025916,252,136,111,178
AALF025917,19,29,25,24
AALF025918,23,36,34,40
AALF025919,159,71,59,71
AALF025920,71,54,59,9
AALF025921,0,0,0,0
AALF025922,0,0,0,0
AALF025926,20,5,10,0
AALF025927,18,30,15,18
AALF025928,43,5,0,1
AALF025929,31,9,4,7
AALF025930,2,1,0,0
AALF025931,18,8,3,9
AALF025935,144,68,78,55
AALF025936,159,171,93,134
AALF025937,6,0,0,0
AALF025938,2181,2280,1433,1811
AALF025939,77,38,19,2
AALF025940,353,320,212,315
AALF025941,635,338,210,233
AALF025942,19,7,2,8
AALF025943,3,0,1,1
AALF025948,195,183,103,175
AALF025950,64,20,7,20
AALF025952,0,0,0,0
AALF025953,10,21,22,28
AALF025963,211,399,241,337
AALF025967,0,0,0,0
AALF025968,1,0,0,2
AALF025969,0,0,0,0
AALF025970,0,0,0,0
AALF025976,1,0,0,2
AALF025977,2,0,0,0
AALF025978,0,0,0,0
AALF025979,44,8,8,7
AALF025980,9,0,3,0
AALF025981,28,0,1,1
AALF025982,19,4,2,4
AALF025983,40,18,7,1
AALF025984,6,1,0,0
AALF025985,0,0,0,0
AALF025986,0,0,0,0
AALF025987,315,112,84,87
AALF025989,401,460,352,481
AALF025990,675,620,607,571
AALF025991,547,237,183,140
AALF025997,1,1,2,0
AALF025998,66,86,42,71
AALF025999,45,51,48,61
AALF026001,0,0,0,0
AALF026002,27,11,14,22
AALF026003,20,9,6,13
AALF026004,90,17,18,17
AALF026005,0,0,0,0
AALF026010,229,120,96,77
AALF026011,0,1,0,0
AALF026012,232,71,68,74
AALF026014,140,155,108,144
AALF026015,0,0,0,2
AALF026016,0,0,0,0
AALF026019,0,0,0,0
AALF026021,2,3,1,0
AALF026022,21,32,20,15
AALF026023,2,6,3,8
AALF026028,0,0,0,0
AALF026029,1,1,0,0
AALF026030,18,0,3,1
AALF026031,9,6,8,3
AALF026032,0,0,0,0
AALF026035,0,0,0,0
AALF026041,0,0,0,0
AALF026042,0,0,0,0
AALF026043,0,0,0,0
AALF026044,0,0,0,0
AALF026045,1,4,8,8
AALF026046,5,3,1,1
AALF026051,5,4,4,5
AALF026052,37,45,49,50
AALF026054,17,8,3,6
AALF026055,0,3,0,1
AALF026060,52,38,40,28
AALF026061,16,2,5,0
AALF026063,0,0,0,0
AALF026064,0,0,0,0
AALF026065,0,0,0,0
AALF026068,139,42,43,39
AALF026069,25,7,5,3
AALF026071,0,0,0,0
AALF026072,2000,2673,1874,2360
AALF026074,3,2,2,0
AALF026075,0,1,0,0
AALF026076,0,0,0,0
AALF026077,0,0,0,0
AALF026078,5,0,0,0
AALF026079,2,4,1,0
AALF026083,0,0,0,0
AALF026096,199,283,195,251
