gene_ID,dmso,drb,flavopiridol,triptolide
AALF006015-RA,2,2,0,0
AALF006019-RA,4,0,0,0
AALF006021-RA,20,6,1,4
AALF006024-RA,6,1,1,1
AALF006026-RA,0,0,0,0
AALF006030-RA,3,0,0,1
AALF006031-RA,1,1,1,0
AALF006036-RA,0,0,0,0
AALF006037-RA,0,0,0,0
AALF006039-RA,29,13,8,7
AALF006040-RA,29,18,16,12
AALF006042-RA,13,10,5,6
AALF006043-RA,1,7,4,8
AALF006044-RA,0,0,0,0
AALF006045-RA,0,0,0,0
AALF006046-RA,74,31,16,21
AALF006047-RA,16,53,34,37
AALF006056-RA,407,545,272,367
AALF006066-RA,0,0,0,0
AALF006067-RA,52,46,29,41
AALF006068-RA,29,41,32,33
AALF006069-RA,162,179,123,172
AALF006070-RA,92,106,78,95
AALF006071-RA,0,1,0,0
AALF006073-RA,11,10,3,5
AALF006074-RA,10,2,4,0
AALF006076-RA,6,1,0,0
AALF006078-RA,40,16,13,27
AALF006085-RA,2,0,0,0
AALF006099-RA,0,1,0,0
AALF006101-RA,7,2,0,0
AALF006103-RA,4,4,6,3
AALF006104-RA,0,0,0,0
AALF006110-RA,3,3,1,2
AALF006111-RA,0,0,1,0
AALF006112-RA,4,6,4,1
AALF006114-RA,10,1,2,1
AALF006115-RA,7,0,4,0
AALF006118-RA,0,0,0,0
AALF006120-RA,0,0,0,0
AALF006121-RA,0,0,0,0
AALF006124-RA,0,0,0,0
AALF006125-RA,0,0,0,0
AALF006126-RA,0,0,0,0
AALF006127-RA,0,0,0,0
AALF006132-RA,4,0,0,0
AALF006139-RA,14,15,13,1
AALF006153-RA,4,0,0,0
AALF006156-RA,0,0,0,0
AALF006157-RA,0,0,0,1
AALF006158-RA,0,0,1,0
AALF006160-RA,0,0,0,0
AALF006162-RA,5,3,2,1
AALF006167-RA,0,0,0,0
AALF006170-RA,0,0,0,0
AALF006185-RA,1,1,0,0
AALF006193-RA,0,1,0,0
AALF006195-RA,0,0,0,0
AALF006200-RA,0,0,0,0
AALF006201-RA,12,9,8,4
AALF006204-RA,1,0,0,0
AALF006207-RA,0,0,0,0
AALF006208-RA,0,0,0,0
AALF006212-RA,18,9,4,10
AALF006214-RA,12,48,20,30
AALF006215-RA,1,0,0,3
AALF006216-RA,1,0,2,1
AALF006217-RA,1,0,1,0
AALF006218-RA,2,0,0,0
AALF006219-RA,0,0,0,0
AALF006220-RA,5,4,0,0
AALF006221-RA,0,0,1,0
AALF006222-RA,80,55,33,61
AALF006224-RA,28,49,20,36
AALF006226-RA,30,13,3,3
AALF006227-RA,0,0,1,0
AALF006230-RA,0,0,0,0
AALF006239-RA,2,6,5,1
AALF006242-RA,9,3,8,12
AALF006243-RA,7,1,1,0
AALF006245-RA,0,0,0,0
AALF006246-RA,24,14,19,19
AALF006247-RA,38,47,34,39
AALF006248-RA,11,12,3,12
AALF006249-RA,2,0,1,0
AALF006251-RA,198,158,121,110
AALF006252-RA,2,0,0,0
AALF006253-RA,3,4,0,0
AALF006254-RA,33,22,16,13
AALF006255-RA,10,2,1,5
AALF006259-RA,1,0,1,0
AALF006264-RA,14,2,0,1
AALF006265-RA,36,22,22,12
AALF006267-RA,6,7,6,0
AALF006268-RA,28,17,11,25
AALF006273-RA,3,2,4,2
AALF006274-RA,0,0,0,0
AALF006275-RA,0,0,0,0
AALF006276-RA,1,0,0,1
AALF006277-RA,0,0,0,0
AALF006287-RA,0,0,0,0
AALF006288-RA,0,0,0,0
AALF006289-RA,0,0,0,0
AALF006290-RA,0,0,0,0
AALF006291-RA,0,0,0,0
AALF006292-RA,6,1,1,1
AALF006293-RA,10,27,14,19
AALF006294-RA,1,3,4,3
AALF006296-RA,1,6,8,1
AALF006297-RA,4,7,1,0
AALF006298-RA,28,19,10,11
AALF006299-RA,4,4,6,3
AALF006300-RA,10,2,0,2
AALF006301-RA,0,1,0,0
AALF006302-RA,2,0,0,3
AALF006303-RA,13,8,1,2
AALF006319-RA,11,7,11,3
AALF006321-RA,3,0,0,1
AALF006323-RA,65,72,54,68
AALF006327-RA,1,0,0,0
AALF006328-RA,1,0,1,0
AALF006329-RA,1,0,0,0
AALF006330-RA,1,0,0,0
AALF006331-RA,1,0,0,0
AALF006332-RA,4,0,0,2
AALF006333-RA,7,0,1,2
AALF006334-RA,5,4,11,1
AALF006335-RA,0,0,0,0
AALF006336-RA,0,0,0,0
AALF006337-RA,6,6,7,5
AALF006338-RA,7,7,6,11
AALF006339-RA,3,4,8,1
AALF006341-RA,10,7,4,1
AALF006347-RA,17,8,2,3
AALF006348-RA,28,25,12,18
AALF006352-RA,0,0,0,0
AALF006357-RA,0,0,0,0
AALF006358-RA,0,0,0,0
AALF006359-RA,10,5,5,4
AALF006360-RA,9,3,4,2
AALF006361-RA,16,22,12,10
AALF006362-RA,0,0,0,0
AALF006363-RA,14,9,3,6
AALF006366-RA,0,0,0,0
AALF006376-RA,3,5,1,4
AALF006377-RA,13,4,4,2
AALF006378-RA,2,0,0,0
AALF006379-RA,0,0,0,1
AALF006381-RA,2,2,0,0
AALF006385-RA,4,1,0,0
AALF006390-RA,97,63,46,78
AALF006391-RA,152,51,38,40
AALF006394-RA,0,0,0,0
AALF006395-RA,100,132,109,128
AALF006400-RA,0,1,0,2
AALF006401-RA,25,17,11,22
AALF006402-RA,3,1,1,5
AALF006403-RA,0,0,0,0
AALF006404-RA,36,56,33,28
AALF006405-RA,2,2,0,2
AALF006406-RA,0,0,0,0
AALF006411-RA,9,6,4,6
AALF006416-RA,1,2,0,1
AALF006417-RA,10,3,1,0
AALF006419-RA,4,1,0,0
AALF006420-RA,0,0,0,0
AALF006422-RA,0,0,0,0
AALF006423-RA,12,7,11,5
AALF006425-RA,42,8,7,2
AALF006430-RA,5,5,6,7
AALF006431-RA,1,1,0,0
AALF006432-RA,0,0,0,0
AALF006433-RA,4,6,3,9
AALF006434-RA,0,0,0,0
AALF006435-RA,0,0,0,0
AALF006436-RA,0,0,0,0
AALF006444-RA,0,8,4,2
AALF006450-RA,268,343,261,300
AALF006452-RA,0,0,0,0
AALF006454-RA,39,43,33,48
AALF006456-RA,3,1,4,1
AALF006457-RA,0,0,0,0
AALF006462-RA,1,0,0,0
AALF006465-RA,12,7,6,8
AALF006466-RA,46,8,8,6
AALF006469-RA,1,0,0,0
AALF006470-RA,88,89,63,10
AALF006471-RA,0,0,0,0
AALF006472-RA,0,0,0,1
AALF006477-RA,0,0,0,1
AALF006478-RA,1,1,0,0
AALF006480-RA,0,0,1,1
AALF006482-RA,5,5,8,8
AALF006483-RA,19,3,8,7
AALF006484-RA,16,8,8,0
AALF006486-RA,220,233,183,207
AALF006487-RA,1,2,0,1
AALF006489-RA,0,0,0,2
AALF006490-RA,525,907,638,768
AALF006491-RA,2,0,1,3
AALF006492-RA,0,0,0,0
AALF006499-RA,132,189,106,152
AALF006500-RA,0,0,1,0
AALF006510-RA,0,0,0,0
AALF006511-RA,0,0,1,0
AALF006512-RA,53,28,8,16
AALF006513-RA,4,1,4,0
AALF006518-RA,0,1,1,0
AALF006520-RA,0,0,0,0
AALF006527-RA,0,0,0,0
AALF006530-RA,0,0,0,0
AALF006531-RA,7,5,6,6
AALF006532-RA,1,0,0,0
AALF006533-RA,0,0,0,0
AALF006534-RA,0,0,0,0
AALF006543-RA,0,0,0,0
AALF006544-RA,0,0,0,0
AALF006548-RA,1,1,0,0
AALF006549-RA,27,27,19,21
AALF006551-RA,6,0,3,0
AALF006552-RA,17,4,2,11
AALF006553-RA,0,1,0,0
AALF006554-RA,0,0,0,0
AALF006555-RA,197,12,28,6
AALF006556-RA,5,2,1,0
AALF006558-RA,2,3,0,1
AALF006559-RA,1,4,0,1
AALF006560-RA,1,0,0,1
AALF006561-RA,10,5,5,1
AALF006562-RA,3,1,1,0
AALF006563-RA,158,185,149,177
AALF006566-RA,0,0,0,0
AALF006568-RA,0,0,0,0
AALF006569-RA,4,4,2,3
AALF006570-RA,110,90,66,100
AALF006571-RA,4,1,0,1
AALF006572-RA,11,5,2,3
AALF006573-RA,0,0,1,1
AALF006574-RA,5,7,3,4
AALF006575-RA,0,0,0,0
AALF006576-RA,1,0,0,0
AALF006579-RA,0,0,0,0
AALF006580-RA,57,25,15,16
AALF006581-RA,0,0,0,0
AALF006583-RA,73,63,38,59
AALF006584-RA,1,3,0,1
AALF006587-RA,42,51,22,40
AALF006588-RA,7,8,18,12
AALF006593-RA,35,23,16,27
AALF006615-RA,0,0,1,1
AALF006616-RA,0,0,0,0
AALF006617-RA,0,0,0,0
AALF006618-RA,1,0,2,0
AALF006622-RA,5,5,0,1
AALF006623-RA,2,8,5,3
AALF006625-RA,3,4,5,4
AALF006626-RA,0,0,0,0
AALF006637-RA,0,0,0,0
AALF006638-RA,7,0,6,0
AALF006639-RA,0,0,0,0
AALF006647-RA,41,37,28,20
AALF006648-RA,0,0,0,0
AALF006649-RA,2,0,0,1
AALF006651-RA,0,0,0,0
AALF006653-RA,0,0,0,0
AALF006654-RA,3,0,0,1
AALF006658-RA,0,0,0,0
AALF006659-RA,0,0,0,0
AALF006660-RA,65,53,34,40
AALF006661-RA,89,123,95,119
AALF006662-RA,30,20,22,21
AALF006667-RA,0,0,0,0
AALF006670-RA,1,0,1,0
AALF006671-RA,0,0,0,0
AALF006675-RA,10,3,0,2
AALF006678-RA,21,15,19,17
AALF006679-RA,4,0,1,1
AALF006680-RA,39,48,32,38
AALF006685-RA,2911,3322,2296,3090
AALF006686-RA,41,29,34,40
AALF006688-RA,3,4,4,9
AALF006689-RA,0,0,0,0
AALF006690-RA,0,1,1,1
AALF006691-RA,7,1,3,0
AALF006692-RA,6,1,2,1
AALF006695-RA,2,2,0,0
AALF006698-RA,1,0,0,0
AALF006700-RA,0,0,0,3
AALF006701-RA,1,0,0,0
AALF006708-RA,0,0,0,0
AALF006712-RA,9,6,5,4
AALF006713-RA,3,2,1,2
AALF006715-RA,20,14,21,8
AALF006719-RA,19,14,9,9
AALF006720-RA,47,47,39,58
AALF006726-RA,0,2,0,0
AALF006728-RA,0,0,0,1
AALF006729-RA,0,0,0,0
AALF006731-RA,1,0,0,1
AALF006736-RA,0,0,0,2
AALF006738-RA,0,0,1,0
AALF006739-RA,1,0,0,0
AALF006741-RA,0,0,0,0
AALF006742-RA,2,3,5,0
AALF006743-RA,9,6,4,6
AALF006745-RA,177,190,136,162
AALF006746-RA,6,2,4,2
AALF006747-RA,0,0,0,0
AALF006749-RA,0,0,0,0
AALF006750-RA,2,3,0,1
AALF006756-RA,0,0,0,0
AALF006757-RA,0,0,1,0
AALF006760-RA,0,1,0,1
AALF006762-RA,0,0,0,0
AALF006767-RA,47,15,6,10
AALF006768-RA,0,2,4,2
AALF006770-RA,1,0,0,2
AALF006772-RA,0,0,0,1
AALF006773-RA,6,3,6,8
AALF006774-RA,14,9,7,6
AALF006775-RA,37,29,20,23
AALF006776-RA,3,6,2,4
AALF006777-RA,11,2,2,4
AALF006778-RA,1,2,2,0
AALF006779-RA,3,0,3,1
AALF006780-RA,20,6,6,1
AALF006783-RA,0,0,0,0
AALF006784-RA,0,0,0,2
AALF006785-RA,3,2,0,0
AALF006786-RA,1,1,0,0
AALF006787-RA,0,0,0,0
AALF006788-RA,3,0,0,0
AALF006789-RA,0,0,0,0
AALF006791-RA,112,60,29,65
AALF006796-RA,0,0,0,0
AALF006798-RA,0,1,2,3
AALF006799-RA,2,3,0,1
AALF006800-RA,29,5,4,3
AALF006801-RA,26,13,16,13
AALF006802-RA,2,2,0,0
AALF006803-RA,0,0,0,0
AALF006804-RA,16,5,1,4
AALF006805-RA,48,43,31,54
AALF006810-RA,6,3,0,0
AALF006811-RA,41,3,8,4
AALF006812-RA,18,17,18,24
AALF006816-RA,0,0,0,0
AALF006817-RA,0,0,0,0
AALF006820-RA,6,2,2,3
AALF006822-RA,0,1,0,1
AALF006824-RA,8,7,4,5
AALF006825-RA,0,0,0,2
AALF006832-RA,46,36,15,25
AALF006834-RA,69,84,46,77
AALF006836-RA,0,0,0,0
AALF006844-RA,0,0,0,0
AALF006845-RA,352,319,219,305
AALF006846-RA,49,86,46,59
AALF006847-RA,3,2,5,4
AALF006848-RA,0,0,0,0
AALF006849-RA,1,0,0,0
AALF006852-RA,0,0,0,0
AALF006866-RA,0,0,0,0
AALF006869-RA,0,0,0,0
AALF006872-RA,8,0,1,1
AALF006873-RA,22,20,21,8
AALF006875-RA,0,0,0,0
AALF006877-RA,0,0,0,0
AALF006878-RA,2,1,4,2
AALF006881-RA,0,0,0,0
AALF006884-RA,38,20,9,17
AALF006885-RA,1,3,4,7
AALF006886-RA,34,8,9,8
AALF006888-RA,1,0,1,0
AALF006893-RA,7,0,1,0
AALF006894-RA,0,1,0,0
AALF006895-RA,34,8,11,9
AALF006896-RA,1,2,0,0
AALF006897-RA,0,0,0,0
AALF006898-RA,23,14,20,2
AALF006899-RA,6,2,1,0
AALF006902-RA,0,0,0,0
AALF006907-RA,0,0,0,0
AALF006908-RA,0,0,0,0
AALF006911-RA,0,0,0,0
AALF006912-RA,0,0,0,0
AALF006913-RA,0,0,0,0
AALF006922-RA,1,3,1,5
AALF006923-RA,59,18,13,9
AALF006924-RA,3,1,2,0
AALF006925-RA,0,0,0,0
AALF006929-RA,1,0,0,1
AALF006931-RA,0,0,0,0
AALF006932-RA,0,0,0,0
AALF006933-RA,14,13,8,15
AALF006934-RA,0,0,0,0
AALF006935-RA,4,0,2,0
AALF006942-RA,0,0,0,0
AALF006955-RA,0,0,0,0
AALF006956-RA,0,0,0,0
AALF006958-RA,3,2,0,1
AALF006959-RA,1,2,1,0
AALF006960-RA,63,31,31,26
AALF006961-RA,0,0,0,0
AALF006964-RA,0,0,0,0
AALF006965-RA,3,0,1,0
AALF006967-RA,0,0,0,0
AALF006969-RA,0,0,0,0
AALF006970-RA,0,0,0,0
AALF006971-RA,11,0,1,0
AALF006972-RA,206,306,222,311
AALF006973-RA,2,0,1,0
AALF006975-RA,0,0,0,0
AALF006980-RA,2,0,3,0
AALF006982-RA,0,0,0,0
AALF006986-RA,2,1,0,1
AALF006987-RA,0,0,0,0
AALF006988-RA,0,0,0,0
AALF006990-RA,46,33,16,17
AALF006991-RA,0,0,0,1
AALF006992-RA,20,6,4,2
AALF006993-RA,33,26,26,20
AALF006994-RA,0,0,0,0
AALF006996-RA,8,0,1,0
AALF006999-RA,29,29,17,14
AALF007000-RA,25,24,11,12
AALF007001-RA,1,1,0,0
AALF007002-RA,13,3,11,8
AALF007004-RA,12,8,10,4
AALF007005-RA,4,0,0,0
AALF007007-RA,0,1,0,1
AALF007016-RA,24,16,9,13
AALF007017-RA,0,0,0,2
AALF007019-RA,2,6,5,2
AALF007020-RA,0,0,0,1
AALF007021-RA,0,0,0,0
AALF007022-RA,0,0,0,0
AALF007023-RA,11,7,1,3
AALF007024-RA,0,0,0,0
AALF007028-RA,1,1,0,1
AALF007032-RA,21,52,33,36
AALF007033-RA,42,19,12,15
AALF007034-RA,0,0,0,0
AALF007042-RA,0,0,0,0
AALF007043-RA,9,15,6,7
AALF007045-RA,2,0,0,1
AALF007046-RA,10,4,2,4
AALF007048-RA,0,0,0,0
AALF007049-RA,2,1,0,0
AALF007054-RA,5,5,4,4
AALF007055-RA,16,2,16,10
AALF007056-RA,2,1,1,2
AALF007057-RA,2,0,1,0
AALF007059-RA,0,4,0,1
AALF007060-RA,1,3,0,1
AALF007061-RA,0,0,0,0
AALF007062-RA,6,1,0,0
AALF007067-RA,2,1,0,1
AALF007074-RA,83,92,50,59
AALF007078-RA,7,6,9,8
AALF007079-RA,0,0,0,0
AALF007080-RA,0,6,2,7
AALF007081-RA,0,0,0,0
AALF007083-RA,4,1,2,1
AALF007084-RA,3,1,1,1
AALF007085-RA,0,0,2,1
AALF007094-RA,0,0,0,0
AALF007099-RA,0,0,0,0
AALF007101-RA,3,0,4,2
AALF007102-RA,1,0,0,3
AALF007105-RA,3,4,5,0
AALF007106-RA,5,0,1,4
AALF007107-RA,0,0,0,0
AALF007108-RA,7,1,1,1
AALF007109-RA,4750,1684,1390,1396
AALF007110-RA,1795,2846,2007,2740
AALF007111-RA,0,0,2,1
AALF007112-RA,85,39,26,17
AALF007114-RA,36,11,12,6
AALF007116-RA,0,2,0,0
AALF007118-RA,3,1,1,3
AALF007119-RA,2,0,1,0
AALF007121-RA,2,1,1,1
AALF007124-RA,0,0,0,2
AALF007128-RA,8,4,3,4
AALF007129-RA,4,1,2,9
AALF007130-RA,0,0,0,0
AALF007131-RA,0,0,0,0
AALF007132-RA,0,0,0,0
AALF007135-RA,0,0,0,0
AALF007146-RA,0,0,0,0
AALF007149-RA,175,153,113,148
AALF007152-RA,0,3,0,0
AALF007153-RA,64,24,15,10
AALF007154-RA,0,0,0,0
AALF007155-RA,0,0,0,0
AALF007156-RA,2,2,0,0
AALF007157-RA,1,0,0,1
AALF007158-RA,66,18,24,15
AALF007167-RA,0,1,0,2
AALF007170-RA,0,0,0,0
AALF007173-RA,0,1,0,0
AALF007174-RA,17,8,7,8
AALF007177-RA,1,0,0,0
AALF007179-RA,7,36,7,0
AALF007182-RA,15,9,11,4
AALF007183-RA,0,0,0,0
AALF007184-RA,0,0,0,0
AALF007185-RA,0,0,0,0
AALF007186-RA,0,0,0,0
AALF007187-RA,0,0,0,0
AALF007188-RA,0,0,0,0
AALF007193-RA,0,0,0,0
AALF007200-RA,287,107,135,75
AALF007201-RA,1,0,5,0
AALF007202-RA,1,0,0,2
AALF007203-RA,0,0,0,4
AALF007204-RA,0,0,0,0
AALF007206-RA,6,3,3,4
AALF007207-RA,7,5,2,2
AALF007208-RA,1,2,0,0
AALF007209-RA,0,0,0,0
AALF007210-RA,131,223,164,222
AALF007211-RA,0,0,1,0
AALF007219-RA,0,0,0,0
AALF007220-RA,5,2,0,2
AALF007221-RA,33,47,20,18
AALF007222-RA,77,23,2,0
AALF007224-RA,9,4,3,1
AALF007239-RA,7,2,2,3
AALF007241-RA,0,1,0,0
AALF007242-RA,3,0,2,2
AALF007245-RA,0,0,1,0
AALF007246-RA,62,125,64,26
AALF007247-RA,2,2,1,2
AALF007249-RA,0,0,0,1
AALF007251-RA,0,0,0,0
AALF007252-RA,1,0,0,0
AALF007253-RA,0,0,0,0
AALF007254-RA,10,9,5,4
AALF007260-RA,0,0,0,0
AALF007261-RA,0,1,0,0
AALF007262-RA,60,54,34,44
AALF007263-RA,0,0,0,0
AALF007264-RA,8,1,0,0
AALF007265-RA,91,65,26,41
AALF007266-RA,7,3,3,0
AALF007271-RA,0,0,0,0
AALF007276-RA,0,0,0,0
AALF007282-RA,85,60,34,62
AALF007283-RA,1,0,1,2
AALF007284-RA,38,30,5,25
AALF007286-RA,26,6,10,6
AALF007287-RA,1,0,0,0
AALF007289-RA,4,10,7,8
AALF007291-RA,2,0,1,0
AALF007298-RA,0,0,0,0
AALF007303-RA,0,0,0,0
AALF007304-RA,7,6,0,0
AALF007306-RA,7,3,2,2
AALF007307-RA,12,4,5,7
AALF007308-RA,1,0,0,0
AALF007309-RA,5,6,1,4
AALF007310-RA,0,0,1,2
AALF007311-RA,1,0,0,0
AALF007312-RA,395,319,234,321
AALF007313-RA,0,0,0,1
AALF007315-RA,21,26,9,9
AALF007316-RA,35,18,18,24
AALF007320-RA,1,0,2,0
AALF007321-RA,1,0,0,0
AALF007324-RA,0,0,0,0
AALF007326-RA,1,0,0,0
AALF007327-RA,0,0,0,0
AALF007328-RA,0,1,0,0
AALF007329-RA,8,1,1,1
AALF007330-RA,170,147,111,135
AALF007331-RA,30,24,11,20
AALF007332-RA,5,0,2,0
AALF007333-RA,0,0,0,0
AALF007334-RA,39,21,15,14
AALF007346-RA,0,0,0,0
AALF007347-RA,11,6,3,4
AALF007356-RA,4,1,1,0
AALF007357-RA,6,4,7,5
AALF007358-RA,2,7,5,4
AALF007360-RA,42,32,26,34
AALF007361-RA,0,0,0,0
AALF007363-RA,7,5,5,1
AALF007364-RA,5,3,1,4
AALF007365-RA,0,0,0,0
AALF007366-RA,31,14,8,9
AALF007367-RA,5,2,0,1
AALF007368-RA,2,0,0,3
AALF007369-RA,1,0,2,0
AALF007370-RA,1,0,1,0
AALF007371-RA,3,5,0,2
AALF007372-RA,3017,4183,2910,3806
AALF007373-RA,0,1,0,0
AALF007376-RA,70,141,97,138
AALF007386-RA,2,0,0,0
AALF007387-RA,5,0,0,0
AALF007388-RA,0,0,0,0
AALF007390-RA,54,48,46,72
AALF007392-RA,13,3,1,1
AALF007394-RA,11,1,3,4
AALF007396-RA,28,9,5,5
AALF007397-RA,86,128,68,95
AALF007398-RA,6,1,0,0
AALF007399-RA,6,3,1,2
AALF007402-RA,131,123,90,116
AALF007403-RA,9,16,6,0
AALF007404-RA,94,51,33,38
AALF007405-RA,0,0,0,0
AALF007406-RA,18,8,3,0
AALF007407-RA,13,16,6,5
AALF007408-RA,0,0,0,0
AALF007409-RA,19,11,6,14
AALF007410-RA,11,22,10,17
AALF007417-RA,26,15,13,23
AALF007418-RA,19,9,9,4
AALF007419-RA,14,4,2,1
AALF007421-RA,20,17,19,22
AALF007422-RA,2,2,5,2
AALF007423-RA,0,0,0,0
AALF007424-RA,0,0,0,0
AALF007425-RA,12,1,4,0
AALF007426-RA,2,0,0,0
AALF007427-RA,275,225,153,145
AALF007428-RA,3,7,0,1
AALF007429-RA,0,0,0,0
AALF007430-RA,5,2,1,1
AALF007431-RA,29,38,55,4
AALF007432-RA,26,39,51,7
AALF007434-RA,33,23,25,5
AALF007435-RA,1,0,0,0
AALF007437-RA,5,0,0,0
AALF007438-RA,4,2,1,1
AALF007440-RA,15,13,7,17
AALF007441-RA,4,3,3,2
AALF007442-RA,17,9,3,10
AALF007444-RA,0,0,0,0
AALF007445-RA,0,0,0,0
AALF007447-RA,69,44,44,44
AALF007448-RA,6,10,5,6
AALF007451-RA,0,0,0,0
AALF007452-RA,0,0,1,0
AALF007459-RA,3,3,1,2
AALF007461-RA,2,4,6,4
AALF007467-RA,0,1,1,0
AALF007468-RA,3,6,1,3
AALF007469-RA,0,0,0,0
AALF007470-RA,98,67,40,64
AALF007471-RA,12,15,5,13
AALF007472-RA,19,7,9,11
AALF007473-RA,0,0,0,0
AALF007475-RA,0,0,0,0
AALF007476-RA,0,0,0,0
AALF007477-RA,10,0,0,4
AALF007484-RA,0,0,0,0
AALF007489-RA,5,2,0,3
AALF007491-RA,2,0,1,0
AALF007492-RA,0,0,0,0
AALF007495-RA,1,0,0,0
AALF007496-RA,0,0,0,0
AALF007497-RA,0,0,0,0
AALF007498-RA,0,0,0,0
AALF007504-RA,3,6,3,4
AALF007510-RA,22,10,3,2
AALF007517-RA,0,0,0,0
AALF007519-RA,0,0,0,0
AALF007525-RA,12,6,8,0
AALF007526-RA,0,0,0,0
AALF007527-RA,17,7,4,4
AALF007528-RA,0,0,0,0
AALF007531-RA,0,0,0,0
AALF007532-RA,0,0,0,0
AALF007533-RA,13,24,21,22
AALF007534-RA,32,23,12,16
AALF007539-RA,0,1,6,1
AALF007540-RA,0,0,0,0
AALF007541-RA,0,0,0,0
AALF007555-RA,0,1,0,0
AALF007556-RA,0,0,0,0
AALF007560-RA,0,0,0,0
AALF007561-RA,0,0,0,0
AALF007563-RA,3,7,2,4
AALF007565-RA,0,0,0,0
AALF007566-RA,0,0,0,0
AALF007567-RA,0,0,0,1
AALF007568-RA,0,0,0,0
AALF007569-RA,0,0,0,0
AALF007570-RA,0,0,0,0
AALF007571-RA,0,0,0,0
AALF007572-RA,268,413,220,284
AALF007573-RA,0,0,0,0
AALF007575-RA,2,3,1,2
AALF007576-RA,0,0,0,0
AALF007577-RA,6,1,3,1
AALF007580-RA,13,3,5,2
AALF007581-RA,0,0,0,0
AALF007582-RA,0,0,0,0
AALF007584-RA,19,2,8,10
AALF007585-RA,8,6,1,1
AALF007586-RA,4,0,1,2
AALF007587-RA,1,0,0,4
AALF007592-RA,0,0,0,0
AALF007593-RA,3,4,1,1
AALF007594-RA,1,2,0,0
AALF007595-RA,6,19,14,6
AALF007597-RA,0,0,0,1
AALF007600-RA,2,3,7,1
AALF007604-RA,1,0,0,0
AALF007605-RA,1,1,1,0
AALF007609-RA,0,0,0,2
AALF007611-RA,0,2,2,0
AALF007612-RA,2,1,3,3
AALF007614-RA,2,1,0,3
AALF007625-RA,14,11,4,9
AALF007626-RA,7,4,8,4
AALF007627-RA,0,0,0,0
AALF007628-RA,0,0,0,0
AALF007629-RA,0,0,0,0
AALF007630-RA,10,2,4,4
AALF007631-RA,31,21,11,10
AALF007632-RA,24,21,18,29
AALF007640-RA,0,1,1,0
AALF007641-RA,0,0,0,0
AALF007644-RA,31,52,27,43
AALF007645-RA,6,3,1,0
AALF007648-RA,2,0,0,0
AALF007649-RA,5,3,1,3
AALF007650-RA,76,129,64,94
AALF007652-RA,0,3,1,1
AALF007653-RA,18,4,3,2
AALF007654-RA,1,3,1,3
AALF007655-RA,16,6,10,1
AALF007657-RA,4,5,4,2
AALF007666-RA,15,1,2,0
AALF007669-RA,71,24,8,17
AALF007672-RA,1,0,0,1
AALF007676-RA,0,10,2,0
AALF007677-RA,10,11,6,1
AALF007683-RA,0,0,0,0
AALF007685-RA,57,41,33,40
AALF007686-RA,16,7,6,1
AALF007687-RA,15,2,4,3
AALF007688-RA,20,10,5,5
AALF007690-RA,22,15,11,12
AALF007691-RA,11,10,1,4
AALF007692-RA,3,1,2,2
AALF007693-RA,2,0,0,0
AALF007696-RA,1,2,0,1
AALF007697-RA,0,0,0,0
AALF007698-RA,22,9,8,5
AALF007699-RA,0,0,0,0
AALF007700-RA,3,0,0,0
AALF007702-RA,41,52,46,10
AALF007705-RA,28,57,30,24
AALF007706-RA,0,0,0,0
AALF007710-RA,1,0,0,0
AALF007713-RA,673,648,400,474
AALF007714-RA,3,7,3,7
AALF007716-RA,0,0,0,2
AALF007717-RA,953,1021,784,1004
AALF007718-RA,11,1,2,2
AALF007719-RA,5,4,0,1
AALF007722-RA,0,0,0,0
AALF007727-RA,39,60,56,49
AALF007729-RA,0,0,0,0
AALF007732-RA,8,15,7,8
AALF007733-RA,3,0,0,1
AALF007734-RA,3,2,0,0
AALF007739-RA,0,0,0,0
AALF007740-RA,0,0,0,0
AALF007743-RA,10,4,4,3
AALF007744-RA,1,0,0,0
AALF007745-RA,1,0,0,0
AALF007746-RA,2,2,2,1
AALF007747-RA,0,0,1,1
AALF007748-RA,0,0,0,0
AALF007749-RA,9,4,4,4
AALF007750-RA,0,0,0,0
AALF007751-RA,16,21,9,7
AALF007754-RA,0,2,4,5
AALF007755-RA,142,129,92,132
AALF007756-RA,18,15,11,14
AALF007757-RA,0,0,0,0
AALF007758-RA,150,154,116,152
AALF007759-RA,21,5,10,2
AALF007760-RA,3,0,0,0
AALF007761-RA,620,667,407,447
AALF007762-RA,3,0,0,1
AALF007764-RA,0,1,3,3
AALF007765-RA,3,2,1,0
AALF007768-RA,0,0,1,0
AALF007769-RA,2,3,1,2
AALF007770-RA,0,0,0,0
AALF007773-RA,83,15,23,48
AALF007774-RA,5,1,1,4
AALF007775-RA,24,3,2,6
AALF007776-RA,0,0,0,0
AALF007777-RA,4,0,0,0
AALF007778-RA,0,0,0,0
AALF007779-RA,0,0,0,0
AALF007780-RA,1,0,2,1
AALF007782-RA,36,31,16,25
AALF007783-RA,8,5,5,4
AALF007784-RA,24,9,2,17
AALF007786-RA,145,75,69,80
AALF007787-RA,0,0,0,0
AALF007788-RA,0,2,0,0
AALF007789-RA,21,32,9,10
AALF007792-RA,44,50,32,31
AALF007794-RA,2,0,1,2
AALF007795-RA,0,0,0,0
AALF007796-RA,0,0,0,0
AALF007797-RA,4,1,0,1
AALF007798-RA,1,1,1,1
AALF007799-RA,29,11,14,10
AALF007800-RA,5,3,4,11
